item,Unique Visitors,Visits,Page Views,Bounce Rate,Time Spent on Page (min),e89 Video Views,e17 Form Success,Form Submission Rate,Total Weekly Unique Visitors,Account Number,Date,Granularity
www.servicenow.com/success.html,148,161,242,77.06422018,0.61,0,0,0,246,ISP Visitor,Mon. 16 Jul. 2018,day
www.servicenow.com/success/value-calculator-it.html,42,43,85,53.33333333,2.2,0,0,0,246,ISP Visitor,Mon. 16 Jul. 2018,day
www.servicenow.com/success/plan/start-implementation.html,14,14,16,100,1.32,0,1,7.14,246,ISP Visitor,Mon. 16 Jul. 2018,day
www.servicenow.com/success/plan.html,12,15,31,50,0.57,0,0,0,246,ISP Visitor,Mon. 16 Jul. 2018,day
www.servicenow.com/success/value-calculator-hr.html,8,9,23,0,3.78,0,0,0,246,ISP Visitor,Mon. 16 Jul. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,7,7,11,0,2.98,0,0,0,246,ISP Visitor,Mon. 16 Jul. 2018,day
www.servicenow.com/success/deploy.html,6,8,18,50,0.74,0,0,0,246,ISP Visitor,Mon. 16 Jul. 2018,day
www.servicenow.com/success/value-calculator-csm.html,6,6,13,0,1,0,0,0,246,ISP Visitor,Mon. 16 Jul. 2018,day
www.servicenow.com/success/deploy/now/performance-analytics.html,5,5,5,60,0.8,0,0,0,246,ISP Visitor,Mon. 16 Jul. 2018,day
www.servicenow.com/success/optimize/now/improve-self-service.html,5,6,19,100,4.22,0,0,0,246,ISP Visitor,Mon. 16 Jul. 2018,day
www.servicenow.com/success.html,121,132,303,24.07407407,1.74,0,0,0,225,Not In List,Mon. 16 Jul. 2018,day
www.servicenow.com/success/value-calculator-it.html,39,40,103,10,2.68,0,0,0,225,Not In List,Mon. 16 Jul. 2018,day
www.servicenow.com/success/plan.html,24,24,64,0,0.63,0,0,0,225,Not In List,Mon. 16 Jul. 2018,day
www.servicenow.com/success/plan/start-implementation.html,19,20,23,50,1.12,0,0,0,225,Not In List,Mon. 16 Jul. 2018,day
www.servicenow.com/success/deploy.html,16,16,43,INF,0.84,0,0,0,225,Not In List,Mon. 16 Jul. 2018,day
www.servicenow.com/success/pillars.html,13,14,24,50,0.98,0,0,0,225,Not In List,Mon. 16 Jul. 2018,day
www.servicenow.com/success/deploy/now/performance-analytics.html,11,11,15,42.85714286,0.56,0,0,0,225,Not In List,Mon. 16 Jul. 2018,day
www.servicenow.com/success/plan/now/lifecycle.html,10,10,11,50,2.21,0,1,10,225,Not In List,Mon. 16 Jul. 2018,day
